variant,query_id,trial,parse_success,raw_json,start_energy,end_energy,stage_count,stage_energies,resolved_energies
candidate_A,A3,4,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 60, ""interpretation_summary"": ""카페에서 편안한 분위기를 연출하는 잔잔한 플레이리스트"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_A,B1,0,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""interpretation_summary"": ""천천히 시작하여 점점 더 열정적으로 노래를 부르며, 최고조에 달한 후 쿨다운으로 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B1,1,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""interpretation_summary"": ""천천히 시작하여 점점 더 빠르게 달아오르는 에너지로 30분을 채우고, 그 뒤에 쿨다운하여 40분까지 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B1,2,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 70, ""interpretation_summary"": ""조용한 시작부터 점점 고조되는 에너지로 30분을 달리며, 그 뒤에 쿨다운을 통해 편안한 마무리"", ""tags"": [""워밍업"", ""고조"", ""쿨다운"", ""달리기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B1,3,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""stage_energies"": [0.2, 0.5, 0.8, 0.4], ""target_minutes"": 70, ""interpretation_summary"": ""천천히 시작하여 점점 더 빠르게 올라가고 최고조에 달한 후 쿨다운하는 워밍업 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.5, 0.8, 0.4]","[0.2, 0.5, 0.8, 0.4]"
candidate_A,B1,4,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""stage_energies"": [0.2, 0.5, 0.8, 0.5], ""target_minutes"": 70, ""interpretation_summary"": ""천천히 워밍업을 시작하고 점점 더 빠르게 올라가며 최고조에 달한 후 쿨다운을 시작하여 마무리합니다."", ""tags"": [""워밍업"", ""고조"", ""쿨다운"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.5, 0.8, 0.5]","[0.2, 0.5, 0.8, 0.5]"
candidate_A,B2,0,True,"{""brightness"": 0.7, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""stage_energies"": [0.2, 0.7, 0.9, 0.5], ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동을 위한 강렬한 에너지의 플롯"", ""tags"": [""운동"", ""강렬"", ""에너지"", ""짧은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.7, 0.9, 0.5]","[0.2, 0.7, 0.9, 0.5]"
candidate_A,B2,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""stage_energies"": [0.2, 0.8, 0.8, 0.5], ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동을 위한 강렬한 에너지의 플롯"", ""tags"": [""운동"", ""강렬"", ""짧은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.8, 0.8, 0.5]","[0.2, 0.8, 0.8, 0.5]"
candidate_A,B2,2,True,"{""brightness"": 0.9, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여 보세요"", ""tags"": [""운동"", ""강력"", ""활발""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B2,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동을 위한 에너지 충전과 강력한 운동의 조화"", ""tags"": [""운동"", ""에너지"", ""강력"", ""짧은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B2,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동을 위한 에너지 충전과 강력한 운동, 마무리까지"", ""tags"": [""운동"", ""에너지"", ""강력"", ""마무리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,B3,0,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 터지는 에너지, 그리고 잔잔한 결말"", ""tags"": [""파티"", ""고조되는"", ""잔잔"", ""분위기 띄움""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,,"[0.2, 0.26666666666666666, 0.33333333333333337, 0.4]"
candidate_A,B3,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.5, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티를 열어가는 설렘과 열정, 그리고 마지막까지 남는 여운"", ""tags"": [""파티"", ""설렘"", ""고조되는"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.5,4.0,,"[0.2, 0.3, 0.4, 0.5]"
candidate_A,B3,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.1, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 분위기 띄움, 터지는 에너지, 그리고 잔잔한 결말"", ""tags"": [""파티"", ""분위기"", ""터지는"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.1,4.0,,"[0.2, 0.16666666666666669, 0.13333333333333336, 0.09999999999999999]"
candidate_A,B3,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티의 시작을 알리는 밝은 분위기, 점점 고조되는 에너지, 그리고 마지막으로 잔잔한 여운"", ""tags"": [""파티"", ""고조되는"", ""잔잔한""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,,"[0.2, 0.26666666666666666, 0.33333333333333337, 0.4]"
candidate_A,B3,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""파티를 열어가는 분위기와 함께 점점 고조되는 에너지로 끝나는 주말의 즐거움"", ""tags"": [""파티"", ""고조"", ""주말"", ""잔잔""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,,"[0.2, 0.26666666666666666, 0.33333333333333337, 0.4]"
candidate_A,C1,0,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_A,C1,1,True,"{""brightness"": -0.8, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안"", ""수면""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_A,C1,2,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 노래로 하루를 시작하는 시간"", ""tags"": [""조용"", ""잔잔"", ""집중"", ""수면""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_A,C1,3,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 음악으로 편안한 시간을 보내세요."", ""tags"": [""조용"", ""잔잔"", ""편안"", ""수면""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_A,C1,4,True,"{""brightness"": -0.5, ""start_energy"": 0.15, ""end_energy"": 0.15, ""stage_count"": 2, ""target_minutes"": null, ""interpretation_summary"": ""조용하고 잔잔한 분위기의 노래로 하루를 시작하는 것 같은 느낌"", ""tags"": [""조용"", ""잔잔"", ""분위기"", ""하루를 시작하는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.15,2.0,,"[0.15, 0.15]"
candidate_A,C2,0,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 즐거운 밤을 위한 음악"", ""tags"": [""파티"", ""신나"", ""밝은"", ""즐거운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_A,C2,1,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 즐거운 밤을 위한 음악"", ""tags"": [""파티"", ""신난다"", ""밝은"", ""즐거운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_A,C2,2,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기로 밤을 즐겁게 보낸다"", ""tags"": [""파티"", ""신나"", ""밝은""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_A,C2,3,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기로 밤을 즐기다"", ""tags"": [""파티"", ""신난다"", ""밝은"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_A,C2,4,True,"{""brightness"": 1.0, ""start_energy"": 0.7, ""end_energy"": 0.9, ""stage_count"": 3, ""target_minutes"": 120, ""interpretation_summary"": ""신나는 파티 분위기, 즐거운 밤을 맞이하는 노래들"", ""tags"": [""파티"", ""신나는"", ""즐거운"", ""밤""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.9,3.0,,"[0.7, 0.8, 0.9]"
candidate_A,C3,0,True,"{""brightness"": 0.7, ""start_energy"": 0.25, ""end_energy"": 0.85, ""stage_count"": 4, ""target_minutes"": 60, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""주말"", ""고조되는"", ""신나지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.25,0.85,4.0,,"[0.25, 0.44999999999999996, 0.6499999999999999, 0.85]"
candidate_A,C3,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 120, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""주말"", ""고조되는"", ""신나지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,C3,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 120, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""주말"", ""고조되는"", ""신나지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,C3,3,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 120, ""interpretation_summary"": ""주말을 여는 천천히 시작하는 드라이브, 점점 신나지는 음악으로 즐거운 시간"", ""tags"": [""드라이브"", ""신나"", ""주말"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,C3,4,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 120, ""interpretation_summary"": ""주말을 여는 즐거운 드라이브, 점점 달아오르는 기분"", ""tags"": [""드라이브"", ""주말"", ""고조되는"", ""신나지다""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,,"[0.2, 0.4, 0.6000000000000001, 0.8]"
candidate_A,D1,0,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.4, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.4], ""target_minutes"": 40, ""interpretation_summary"": ""러닝 준비운동부터 본운동까지, 스트레칭으로 마무리하는 일상 러닝 플레이리스트"", ""tags"": [""러닝"", ""준비운동"", ""본운동"", ""스트레칭""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.4,3.0,"[0.3, 0.7, 0.4]","[0.3, 0.7, 0.4]"
candidate_A,D1,1,True,"{""brightness"": 0.8, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.5], ""target_minutes"": 40, ""interpretation_summary"": ""러닝을 위한 준비운동과 본운동, 마지막으로 스트레칭으로 가볍고 즐거운 러닝 플레이리스트"", ""tags"": [""러닝"", ""스트레칭"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_A,D1,2,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.5], ""target_minutes"": 40, ""interpretation_summary"": ""준비운동으로 시작해 본운동의 고조와 스트레칭으로 마무리하는 러닝 플레이리스트"", ""tags"": [""러닝"", ""준비운동"", ""본운동"", ""스트레칭""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_A,D1,3,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.5], ""target_minutes"": 40, ""interpretation_summary"": ""러닝을 위한 준비운동과 본운동, 스트레칭으로 점점 달아오르는 에너지"", ""tags"": [""러닝"", ""준비운동"", ""본운동"", ""스트레칭""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_A,D1,4,True,"{""brightness"": 0.7, ""start_energy"": 0.3, ""end_energy"": 0.5, ""stage_count"": 3, ""stage_energies"": [0.3, 0.7, 0.5], ""target_minutes"": 40, ""interpretation_summary"": ""러닝을 위한 준비운동과 본운동, 스트레칭으로 가득한 플레이리스트"", ""tags"": [""러닝"", ""준비운동"", ""본운동"", ""스트레칭""], ""song_type"": ""all"", ""same_as_previous"": false}",0.3,0.5,3.0,"[0.3, 0.7, 0.5]","[0.3, 0.7, 0.5]"
candidate_B,A1,0,True,"{""brightness"": -0.2, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""장마철의 서정적인 분위기를 감상하며 기분을 밝게 해보세요"", ""tags"": [""장마"", ""서정"", ""꿉꿉"", ""기분전환""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_B,A1,1,True,"{""brightness"": -0.2, ""start_energy"": 0.1, ""end_energy"": 0.1, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""장마철의 서정적인 분위기로 기분을 밝히는 노래를 추천합니다."", ""tags"": [""장마"", ""서정"", ""꿉꿉"", ""기분전환""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.1,2.0,,"[0.1, 0.1]"
candidate_B,A1,2,True,"{""brightness"": -0.3, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 45, ""interpretation_summary"": ""장마철의 서정적인 분위기, 습기와 함께 흐르는 감성"", ""tags"": [""장마"", ""서정"", ""습기"", ""감성""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_B,A1,3,True,"{""brightness"": -0.4, ""start_energy"": 0.15, ""end_energy"": 0.25, ""stage_count"": 3, ""target_minutes"": 45, ""interpretation_summary"": ""장마철의 서정적인 분위기를 즐겁게 날려주는 노래로, 습기에 젖는 기분을 날려줄 수 있는 음악을 추천합니다."", ""tags"": [""장마"", ""서정"", ""꿉꿉"", ""습기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.15,0.25,3.0,,"[0.15, 0.2, 0.25]"
candidate_B,A1,4,True,"{""brightness"": -0.2, ""start_energy"": 0.1, ""end_energy"": 0.2, ""stage_count"": 3, ""target_minutes"": 40, ""interpretation_summary"": ""장마철의 서정적인 분위기, 습기와 함께 흐르는 감성의 노래"", ""tags"": [""장마"", ""서정"", ""습기"", ""감성""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.2,3.0,,"[0.1, 0.15000000000000002, 0.2]"
candidate_B,A2,0,True,"{""brightness"": 0.8, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리는 기분을 담은 에너지 넘치는 플레이리스트"", ""tags"": [""달리기"", ""신나게"", ""에너지""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_B,A2,1,True,"{""brightness"": 0.9, ""start_energy"": 0.65, ""end_energy"": 0.65, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리는 운동을 위한 에너지 충전"", ""tags"": [""운동"", ""신나게"", ""달리기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.65,0.65,2.0,,"[0.65, 0.65]"
candidate_B,A2,2,True,"{""brightness"": 0.9, ""start_energy"": 0.7, ""end_energy"": 0.7, ""stage_count"": 2, ""target_minutes"": 30, ""interpretation_summary"": ""신나는 달리기 기분으로 하루를 시작하거나, 조용히 가라앉는 시간을 가질 수 있는 플레이리스트"", ""tags"": [""달리기"", ""신나게"", ""조용히"", ""가라앉기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.7,0.7,2.0,,"[0.7, 0.7]"
candidate_B,A2,3,True,"{""brightness"": 0.9, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리는 기분을 담은 음악으로 한 시간을 채우다"", ""tags"": [""달리기"", ""신나"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_B,A2,4,True,"{""brightness"": 0.9, ""start_energy"": 0.6, ""end_energy"": 0.6, ""stage_count"": 2, ""target_minutes"": 40, ""interpretation_summary"": ""신나게 달리는 기분을 담은 플레이리스트"", ""tags"": [""달리기"", ""신나"", ""운동""], ""song_type"": ""all"", ""same_as_previous"": false}",0.6,0.6,2.0,,"[0.6, 0.6]"
candidate_B,A3,0,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기를 연출하는 잔잔한 플레이리스트"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_B,A3,1,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기를 연출하는 잔잔한 플레이리스트"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_B,A3,2,True,"{""brightness"": 0.0, ""start_energy"": 0.1, ""end_energy"": 0.1, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기, 잔잔한 음악으로 시간을 보내기"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.1,2.0,,"[0.1, 0.1]"
candidate_B,A3,3,True,"{""brightness"": 0.0, ""start_energy"": 0.1, ""end_energy"": 0.1, ""stage_count"": 2, ""target_minutes"": 50, ""interpretation_summary"": ""카페에서 편안한 분위기, 잔잔한 음악으로 시간을 보내기"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.1,2.0,,"[0.1, 0.1]"
candidate_B,A3,4,True,"{""brightness"": 0.0, ""start_energy"": 0.2, ""end_energy"": 0.2, ""stage_count"": 2, ""target_minutes"": 60, ""interpretation_summary"": ""카페에서 편안한 분위기, 잔잔한 음악으로 시간을 보내기"", ""tags"": [""카페"", ""잔잔"", ""편안""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.2,2.0,,"[0.2, 0.2]"
candidate_B,B1,0,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.8, 0.4], ""interpretation_summary"": ""조용한 시작으로 점점 고조되는 에너지, 천천히 쿨다운하는 마무리"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,"[0.2, 0.5, 0.8, 0.4]","[0.2, 0.5, 0.8, 0.4]"
candidate_B,B1,1,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.6, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.8, 0.6], ""interpretation_summary"": ""천천히 시작하여 점점 더 열정적으로 진행하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""마무리""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.6,4.0,"[0.2, 0.5, 0.8, 0.6]","[0.2, 0.5, 0.8, 0.6]"
candidate_B,B1,2,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.6, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.8, 0.6], ""interpretation_summary"": ""천천히 시작해 점점 더 빠르게 달아오르는 에너지로 30분쯤에 최고조에 달하고, 그 뒤로 쿨다운을 통해 40분까지 마무리하는 플레이리스트"", ""tags"": [""워밍업"", ""고조"", ""쿨다운"", ""달아오르기""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.6,4.0,"[0.2, 0.5, 0.8, 0.6]","[0.2, 0.5, 0.8, 0.6]"
candidate_B,B1,3,True,"{""brightness"": 0.5, ""start_energy"": 0.2, ""end_energy"": 0.4, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.2, 0.5, 0.8, 0.4], ""interpretation_summary"": ""조용한 시작으로 천천히 올라가는 열정, 최고조에 달한 후 쿨다운으로 마무리하는 감성적인 워밍업"", ""tags"": [""워밍업"", ""고조"", ""쿨다운"", ""감성""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.4,4.0,"[0.2, 0.5, 0.8, 0.4]","[0.2, 0.5, 0.8, 0.4]"
candidate_B,B1,4,True,"{""brightness"": 0.5, ""start_energy"": 0.1, ""end_energy"": 0.2, ""stage_count"": 4, ""target_minutes"": 70, ""stage_energies"": [0.1, 0.4, 0.8, 0.2], ""interpretation_summary"": ""조용한 시작으로 점점 고조되는 에너지, 천천히 쿨다운하는 마무리"", ""tags"": [""워밍업"", ""고조"", ""쿨다운""], ""song_type"": ""all"", ""same_as_previous"": false}",0.1,0.2,4.0,"[0.1, 0.4, 0.8, 0.2]","[0.1, 0.4, 0.8, 0.2]"
candidate_B,B2,0,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.6, ""stage_count"": 4, ""target_minutes"": 20, ""stage_energies"": [0.2, 0.8, 0.8, 0.4], ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 깨우는 시간"", ""tags"": [""운동"", ""짧은"", ""강력""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.6,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
candidate_B,B2,1,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.5, ""stage_count"": 4, ""stage_energies"": [0.2, 0.8, 0.8, 0.5], ""target_minutes"": 20, ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 깨우는 시간"", ""tags"": [""운동"", ""짧은"", ""강력""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.5,4.0,"[0.2, 0.8, 0.8, 0.5]","[0.2, 0.8, 0.8, 0.5]"
candidate_B,B2,2,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.8, ""stage_count"": 4, ""target_minutes"": 20, ""stage_energies"": [0.2, 0.8, 0.9, 0.6], ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여요"", ""tags"": [""운동"", ""활발"", ""에너지""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.8,4.0,"[0.2, 0.8, 0.9, 0.6]","[0.2, 0.8, 0.9, 0.6]"
candidate_B,B2,3,True,"{""brightness"": 0.8, ""start_energy"": 0.2, ""end_energy"": 0.6, ""stage_count"": 4, ""target_minutes"": 20, ""stage_energies"": [0.2, 0.8, 0.8, 0.4], ""interpretation_summary"": ""짧은 운동으로 몸과 마음을 활발하게 움직여 보세요"", ""tags"": [""운동"", ""활발"", ""고조되는""], ""song_type"": ""all"", ""same_as_previous"": false}",0.2,0.6,4.0,"[0.2, 0.8, 0.8, 0.4]","[0.2, 0.8, 0.8, 0.4]"
